title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Una Gran Terraza En Un Providencia Que Se Vive Caminando,5900.0,241194124.0,48.0,122.92,113.0,1.0,1.0,140000.0,Providencia,Inés De Suárez,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419785696-una-gran-terraza-en-un-providencia-que-se-vive-caminando-_JM
Departamento En Venta En Las Condes,7390.0,302105860.0,60.0,123.17,107.0,2.0,1.0,160000.0,Las Condes,Metro Hernando De Magallanes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207900207-departamento-en-venta-en-las-condes-_JM
Depto. 1 D/1b -e/b -california /plaza La Alcaldesa,5300.0,216665908.0,43.0,123.26,112.0,,1.0,150000.0,Providencia,,2026-08-27,,https://www.portalinmobiliario.com/MLC-2193871763-depto-1-d1b-eb-california-plaza-la-alcaldesa-_JM
Acogedor Dpto 2d2b Terraza Estac Y Bodega.,5800.0,237106088.0,47.0,123.4,155.0,2.0,1.0,110000.0,Providencia,Pedro De Valdivia,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211804207-acogedor-dpto-2d2b-terraza-estac-y-bodega-_JM
Vende Hermoso Departamento Dúplex (149742),9650.0,394495474.0,78.0,123.72,94.0,2.0,1.0,200000.0,Las Condes,Barrio El Golf,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447716130-vende-hermoso-departamento-duplex-149742-_JM
Depto 1d-1b Amoblado | Oportunidad De Inversión,5200.0,212577872.0,42.0,123.81,164.0,1.0,1.0,160000.0,Las Condes,Metro Hernando De Magallanes,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443912434-depto-1d-1b-amoblado-oportunidad-de-inversion-_JM
Espectacular Depto En Venta De 1 Dormitorio En Plaza Perú,5200.0,212577872.0,42.0,123.81,171.0,1.0,1.0,150000.0,Las Condes,Barrio El Golf,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391451832-espectacular-depto-en-venta-de-1-dormitorio-en-plaza-peru-_JM
"Departamento Moderno Cercano A Mall Sport, Cbg",5200.0,212577872.0,42.0,123.81,,1.0,1.0,,Las Condes,Mall Sport,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404457526-departamento-moderno-cercano-a-mall-sport-cbg-_JM
Venta Departamento. Metro Esc. Militar.,4600.0,188049656.0,37.0,124.32,180.0,1.0,1.0,85000.0,Las Condes,Metro Escuela Militar,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422459088-venta-departamento-metro-esc-militar-_JM
Atención Inversionista Mejor Sector El Golf (174110),5098.0,208408075.0,41.0,124.34,155.0,1.0,1.0,130000.0,Las Condes,Barrio El Golf,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4445105284-atencion-inversionista-mejor-sector-el-golf-174110-_JM
"Atencion Inversionistas, Renta Corta, Larga, Ubicacion",5100.0,208489836.0,41.0,124.39,154.0,1.0,1.0,120000.0,Las Condes,Barrio El Golf,2026-09-04,,https://www.portalinmobiliario.com/MLC-2217041959-atencion-inversionistas-renta-corta-larga-ubicacion-_JM
Inversionistas Para Renta Corta Y Larga El Golf,5100.0,208489836.0,41.0,124.39,154.0,1.0,1.0,120000.0,Las Condes,Barrio El Golf,2026-09-04,,https://www.portalinmobiliario.com/MLC-2217016181-inversionistas-para-renta-corta-y-larga-el-golf-_JM
"Atencion Inversionistas, Muy Buena Ubicacion, El Golf, Mut",5100.0,208489836.0,41.0,124.39,,1.0,1.0,,Las Condes,Barrio El Golf,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437064058-atencion-inversionistas-muy-buena-ubicacion-el-golf-mut-_JM
Duplex Con Patio A Estrenar | Barrio Manuel Montt,12069.0,493385065.0,97.0,124.42,86.0,2.0,1.0,180000.0,Providencia,Manuel Montt,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447980348-duplex-con-patio-a-estrenar-barrio-manuel-montt-_JM
"Ultimas Unidades, Sin Comisión",10850.0,443551906.0,87.0,124.71,86.0,3.0,1.0,200000.0,Providencia,Campus Oriente,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211372637-ultimas-unidades-sin-comision-_JM
Venta Departamento Providencia Con Estacionamiento,4490.0,183552816.0,36.0,124.72,154.0,1.0,1.0,0.0,Providencia,Los Leones,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219194571-venta-departamento-providencia-con-estacionamiento-_JM
Precioso Depto Remodelado / Pocuro / Opción Amoblado,4990.0,203992996.0,40.0,124.75,,1.0,1.0,,Providencia,Las Lilas,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211622809-precioso-depto-remodelado-pocuro-opcion-amoblado-_JM
Excelente Oportunidad /remodelado / Airbnb,4990.0,203992996.0,40.0,124.75,,1.0,1.0,,Providencia,Barrio Italia,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211802823-excelente-oportunidad-remodelado-airbnb-_JM
Departamento 2d/2b Con Gran Terraza Y Vista Despejada,6250.0,255502250.0,50.0,125.0,164.0,2.0,1.0,220000.0,Las Condes,Metro Hernando De Magallanes,2026-08-27,,https://www.portalinmobiliario.com/MLC-4409962242-departamento-2d2b-con-gran-terraza-y-vista-despejada-_JM
"Loft Moderno En Las Condes, A Pasos De Metro Magallanes",6500.0,265722340.0,52.0,125.0,107.0,1.0,1.0,160000.0,Las Condes,Metro Hernando De Magallanes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4432308888-loft-moderno-en-las-condes-a-pasos-de-metro-magallanes-_JM
"Dpto 1d 1b Metro Manquehue, Gran Terraza",4750.0,194181710.0,38.0,125.0,164.0,1.0,0.0,145000.0,Las Condes,Metro Manquehue - Apumanque,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215968313-dpto-1d-1b-metro-manquehue-gran-terraza-_JM
Departamento En Venta De 2 Dorm. En Las Condes,11150.0,455816014.0,89.0,125.28,,2.0,1.0,,Las Condes,Barrio El Golf,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421195004-departamento-en-venta-de-2-dorm-en-las-condes-_JM
Moderno Depto Con Muchos Espacios Comunes,5900.0,241194124.0,47.0,125.53,190.0,1.0,1.0,140000.0,Las Condes,Mall Sport,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777625-moderno-depto-con-muchos-espacios-comunes-_JM
Departamento En Venta En Las Condes,5900.0,241194124.0,47.0,125.53,164.0,1.0,0.0,90000.0,Las Condes,Metro Hernando De Magallanes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207900573-departamento-en-venta-en-las-condes-_JM
Departamento En Venta De 1 Dorm. En Providencia,5900.0,241194124.0,47.0,125.53,112.0,1.0,1.0,120000.0,Providencia,Pocuro - Ricardo Lyon,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437189794-departamento-en-venta-de-1-dorm-en-providencia-_JM
Exclusivo Departamento 2 Dormitorios Providencia,8789.0,359297484.0,70.0,125.56,98.0,2.0,0.0,0.0,Providencia,,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211369841-exclusivo-departamento-2-dormitorios-providencia-_JM
Vende Depto Dúplex 2d 3b Estac Y Bodega Providencia,9550.0,390407438.0,76.0,125.66,98.0,2.0,1.0,0.0,Providencia,Pedro De Valdivia,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203746549-vende-depto-duplex-2d-3b-estac-y-bodega-providencia-_JM
Departamento De 1 Dormitorio Vista Norte A Pasos D...,4650.0,190093674.0,37.0,125.68,,1.0,0.0,,Las Condes,Las Condes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4436480396-departamento-de-1-dormitorio-vista-norte-a-pasos-d-_JM
Dpto 1 Dormitorio Con Estacionamiento General Carol Urzúa,4650.0,190093674.0,37.0,125.68,164.0,1.0,1.0,80000.0,Las Condes,Metro Hernando De Magallanes,2026-08-27,,https://www.portalinmobiliario.com/MLC-4414859532-dpto-1-dormitorio-con-estacionamiento-general-carol-urzua-_JM
Inversión Segura / Ubicación Estratégica (132281),4650.0,190093674.0,37.0,125.68,164.0,1.0,1.0,80000.0,Las Condes,Metro Hernando De Magallanes,2026-08-27,,https://www.portalinmobiliario.com/MLC-2198169203-inversion-segura-ubicacion-estrategica-132281-_JM
"Inversionistas | Moderno, Remodelado. Vista Y Sector Ideal.",4400.0,179873584.0,35.0,125.71,155.0,1.0,0.0,100000.0,Providencia,Manuel Montt,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437065482-inversionistas-moderno-remodelado-vista-y-sector-ideal-_JM
Depto En Venta 1d/1b En Providencia Manuel Montt,4400.0,179873584.0,35.0,125.71,156.0,1.0,0.0,100000.0,Providencia,Manuel Montt,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-2181850173-depto-en-venta-1d1b-en-providencia-manuel-montt-_JM
Moderno Depto Con Muchos Espacios Comunes,5910.0,241602928.0,47.0,125.74,190.0,1.0,1.0,140000.0,Las Condes,Mall Sport,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751985-moderno-depto-con-muchos-espacios-comunes-_JM
Departamento Remodelado En Barrio Noruega,8200.0,335218952.0,65.0,126.15,,2.0,1.0,,Las Condes,Metro Manquehue - Apumanque,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212108047-departamento-remodelado-en-barrio-noruega-_JM
Departamento Con Buenos Espacios/2d/escuela Militar,7200.0,294338592.0,57.0,126.32,112.0,2.0,1.0,170000.0,Las Condes,Metro Escuela Militar,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447994522-departamento-con-buenos-espacios2descuela-militar-_JM
"Dpto En Venta 1d-1b-1e, Piscina, Gym, Quincho En Las Condes",5180.0,211760265.0,41.0,126.34,183.0,1.0,1.0,190000.0,Las Condes,Las Condes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751579-dpto-en-venta-1d-1b-1e-piscina-gym-quincho-en-las-condes-_JM
Venta Departamento En Las Condes En Condominio De Excelencia,9350.0,382231366.0,74.0,126.35,103.0,3.0,2.0,290000.0,Las Condes,Sebastián Elcano,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211618531-venta-departamento-en-las-condes-en-condominio-de-excelencia-_JM
Departamento En Venta De 2 Dorm. En Las Condes,8600.0,351571096.0,68.0,126.47,103.0,2.0,1.0,100000.0,Las Condes,Vaticano,2026-08-27,,https://www.portalinmobiliario.com/MLC-4410898182-departamento-en-venta-de-2-dorm-en-las-condes-_JM
"Dpto En Venta 1d-1b-1e, Piscina, Gym, Quincho En Las Condes",5190.0,212169068.0,41.0,126.59,183.0,1.0,1.0,190000.0,Las Condes,Las Condes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777181-dpto-en-venta-1d-1b-1e-piscina-gym-quincho-en-las-condes-_JM
"Dpto Venta 1d-1b-1e,patio, Piscina, Gym, Quincho, Las Condes",5190.0,212169068.0,41.0,126.59,183.0,1.0,1.0,190000.0,Las Condes,Las Condes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751577-dpto-venta-1d-1b-1epatio-piscina-gym-quincho-las-condes-_JM
Alonso De Cordova / Presidente Riesco,7600.0,310690736.0,60.0,126.67,112.0,2.0,1.0,190000.0,Las Condes,Nueva Las Condes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219778351-alonso-de-cordova-presidente-riesco-_JM
"Luminoso, Elegante Y Acogedor , Pasos Metro Escuela Militar",5450.0,222797962.0,43.0,126.74,161.0,1.0,1.0,105000.0,Las Condes,Metro Escuela Militar,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427330702-luminoso-elegante-y-acogedor-pasos-metro-escuela-militar-_JM
Hermoso Depto En Plaza Las Lilas,8000.0,327042880.0,63.0,126.98,,2.0,1.0,,Providencia,Las Lilas,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447120816-hermoso-depto-en-plaza-las-lilas-_JM
"Excelente Ubicación, E Inversión,  Pasos Escuela Militar.",6350.0,259590286.0,50.0,127.0,181.0,2.0,1.0,110000.0,Las Condes,Metro Escuela Militar,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194243437-excelente-ubicacion-e-inversion-pasos-escuela-militar-_JM
Departamento En Venta De 2 Dorm. En Providencia,9400.0,384275384.0,74.0,127.03,84.0,2.0,1.0,250000.0,Providencia,Inés De Suárez,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2213144129-departamento-en-venta-de-2-dorm-en-providencia-_JM
"Francisco De Asís / Fray León /cantagallo, Barrio San Damián",5088.0,207999272.0,40.0,127.2,184.0,1.0,1.0,120000.0,Las Condes,San Damián,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437187152-francisco-de-asis-fray-leon-cantagallo-barrio-san-damian-_JM
"Hermosos Departamento Las Condes, Metro Colón",6360.0,260000000.0,50.0,127.2,161.0,1.0,1.0,115000.0,Las Condes,Vaticano,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427322892-hermosos-departamento-las-condes-metro-colon-_JM
Depto Venta 3d/2b Los Militares Con Manquehue,9300.0,380187348.0,73.0,127.4,111.0,3.0,1.0,200000.0,Las Condes,Nueva Las Condes,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-2181853339-depto-venta-3d2b-los-militares-con-manquehue-_JM
Departamento En Venta De 1 Dorm. En Santiago,2803.0,114587649.0,22.0,127.41,73.0,1.0,0.0,0.0,Santiago,Barrio Brasil,2026-08-27,,https://www.portalinmobiliario.com/MLC-4410891954-departamento-en-venta-de-1-dorm-en-santiago-_JM
Departamento En Venta De 1d 1b Metro Escuela Militar,4850.0,198269746.0,38.0,127.63,160.0,1.0,1.0,110000.0,Las Condes,Metro Escuela Militar,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751495-departamento-en-venta-de-1d-1b-metro-escuela-militar-_JM
Departamento Vista Despejada Cercano Al Metro,8300.0,339306988.0,65.0,127.69,112.0,2.0,1.0,170000.0,Las Condes,Metro Escuela Militar,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427632874-departamento-vista-despejada-cercano-al-metro-_JM
Departamento En Venta De 1 Dorm. En Las Condes,4600.0,188049656.0,36.0,127.78,181.0,1.0,1.0,96000.0,Las Condes,Metro Escuela Militar,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4398189464-departamento-en-venta-de-1-dorm-en-las-condes-_JM
Venta Moderno Depto Barrio Las Lilas 2 Dorm. (181155),6650.0,271854394.0,52.0,127.88,103.0,2.0,1.0,175000.0,Providencia,Las Lilas,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212126271-venta-moderno-depto-barrio-las-lilas-2-dorm-181155-_JM
Espectacular Depto. | 1d+2b | Barrio El Golf,10620.0,434149423.0,83.0,127.95,100.0,1.0,0.0,0.0,Las Condes,Barrio El Golf,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211369981-espectacular-depto-1d2b-barrio-el-golf-_JM
Luz Norte A Pasos De Parques Y Comercio,5250.0,214621890.0,41.0,128.05,164.0,1.0,1.0,95000.0,Las Condes,Metro Manquehue - Apumanque,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212097833-luz-norte-a-pasos-de-parques-y-comercio-_JM
Excelente Oportunidad Para Inversión Renta Corta!,2820.0,115282615.0,22.0,128.18,73.0,1.0,0.0,65000.0,Santiago,Barrio Brasil,2026-08-27,,https://www.portalinmobiliario.com/MLC-2195811631-excelente-oportunidad-para-inversion-renta-corta-_JM
Dpto 1 Dormitorio Y 1 Estacionamiento Las Verbenas,5000.0,204401800.0,39.0,128.21,160.0,1.0,1.0,100000.0,Las Condes,Alto Las Condes,2026-08-27,,https://www.portalinmobiliario.com/MLC-4414862572-dpto-1-dormitorio-y-1-estacionamiento-las-verbenas-_JM
Departamento Provi Con Rooftop (115605),11800.0,482388248.0,92.0,128.26,86.0,2.0,2.0,300000.0,Providencia,Inés De Suárez,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422465326-departamento-provi-con-rooftop-115605-_JM
Departamento En Venta De 1 Dorm.1b Remodelado En Las Condes,5136.9,210000000.0,40.0,128.42,180.0,1.0,1.0,250000.0,Las Condes,Barrio El Golf,2026-08-27,2026-08-29,https://www.portalinmobiliario.com/MLC-4417702138-departamento-en-venta-de-1-dorm1b-remodelado-en-las-condes-_JM
*** Metro Hernando De Magallanes***,4500.0,183961620.0,35.0,128.57,164.0,1.0,1.0,150000.0,Las Condes,Metro Hernando De Magallanes,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201809613--metro-hernando-de-magallanes-_JM
Departamento En Venta De 2 Dorm. En Providencia,9290.0,379778544.0,72.0,129.03,,2.0,2.0,,Providencia,Pedro De Valdivia Norte,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211622715-departamento-en-venta-de-2-dorm-en-providencia-_JM
Departamento/ Vista Despejada/piscina/oportunidad/ 2 Dor,9290.0,379778544.0,72.0,129.03,98.0,2.0,2.0,250000.0,Providencia,Pedro De Valdivia Norte,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211373235-departamento-vista-despejadapiscinaoportunidad-2-dor-_JM
Depto En Venta En Evaristo Lillo 29 De 2d 2b 1e,7100.0,290250556.0,55.0,129.09,112.0,2.0,1.0,160000.0,Las Condes,Metro Escuela Militar,2026-08-25,,https://www.portalinmobiliario.com/MLC-4396268840-depto-en-venta-en-evaristo-lillo-29-de-2d-2b-1e-_JM
Departamento En Venta De 1 Dorm. En Santiago,2583.0,105593970.0,20.0,129.15,73.0,1.0,0.0,0.0,Santiago,Barrio Brasil,2026-08-27,,https://www.portalinmobiliario.com/MLC-4410891802-departamento-en-venta-de-1-dorm-en-santiago-_JM
Departamento 1 Dormitorio Con Balcon En Alto Las Condes,4650.0,190093674.0,36.0,129.17,160.0,1.0,1.0,0.0,Las Condes,Alto Las Condes,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212124093-departamento-1-dormitorio-con-balcon-en-alto-las-condes-_JM
Departamento En Venta De 2 Dorm. Y 2 Baños En Las Condes,8300.0,339306988.0,64.0,129.69,112.0,2.0,1.0,150000.0,Las Condes,Metro Escuela Militar,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444431064-departamento-en-venta-de-2-dorm-y-2-banos-en-las-condes-_JM
Estupendo Departamento / Mall Sport - La Dehesa,8300.0,339306988.0,64.0,129.69,110.0,2.0,2.0,250000.0,Las Condes,Mall Sport,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447128896-estupendo-departamento-mall-sport-la-dehesa-_JM
Metro Manuel Montt Amplio 2d 2b Vista Despejada Sur,6490.0,265313536.0,50.0,129.8,98.0,2.0,1.0,190000.0,Providencia,Manuel Montt,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391454920-metro-manuel-montt-amplio-2d-2b-vista-despejada-sur-_JM
Vive Cerca Del Parque Araucano!,10000.0,408803600.0,77.0,129.87,111.0,2.0,1.0,290000.0,Las Condes,Parque Arauco,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449860100-vive-cerca-del-parque-araucano-_JM
Excelente Departamento (88714),5200.0,212577872.0,40.0,130.0,164.0,1.0,1.0,100000.0,Las Condes,Metro Hernando De Magallanes,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419429248-excelente-departamento-88714-_JM
Departamento 1d+1b+est+bod Vista Despejada,6500.0,265722340.0,50.0,130.0,,1.0,1.0,,Providencia,Manuel Montt,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443901876-departamento-1d1bestbod-vista-despejada-_JM
Juan Montalvo - Metro (87775),5200.0,212577872.0,40.0,130.0,164.0,1.0,1.0,100000.0,Las Condes,Metro Hernando De Magallanes,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-4388345196-juan-montalvo-metro-87775-_JM
Moderno Departamento Con Vista Despejada A La Cord...,10500.0,429243780.0,80.0,131.25,86.0,2.0,1.0,230000.0,Providencia,Providencia,2026-08-27,,https://www.portalinmobiliario.com/MLC-4414849804-moderno-departamento-con-vista-despejada-a-la-cord-_JM
Departamento 1 Dormitorio Providencia Oportunidad Imperdible,4730.0,193364103.0,36.0,131.39,154.0,1.0,0.0,130000.0,Providencia,Pedro De Valdivia,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447098174-departamento-1-dormitorio-providencia-oportunidad-imperdible-_JM
Venta Pent House 2ha 2ba Providencia Con  Exclusiva Terraza,9200.0,376099312.0,70.0,131.43,98.0,2.0,1.0,125000.0,Providencia,Manuel Montt,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439466106-venta-pent-house-2ha-2ba-providencia-con-exclusiva-terraza-_JM
Moderno Departamento De Un Dormitorio Con Cocina E...,5790.0,236697284.0,44.0,131.59,,1.0,1.0,,Las Condes,Las Condes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4403481218-moderno-departamento-de-un-dormitorio-con-cocina-e-_JM
"3 Dormitorios, 2 Baños. Excelentes Terminaciones. Metro",11450.0,468080122.0,87.0,131.61,86.0,3.0,1.0,200000.0,Providencia,Campus Oriente,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441940200-3-dormitorios-2-banos-excelentes-terminaciones-metro-_JM
"Moderno Departamento, Excelente Conectividad (168536)",9900.0,404715564.0,75.0,132.0,111.0,2.0,1.0,220000.0,Las Condes,Avenida Manquehue Norte,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219750385-moderno-departamento-excelente-conectividad-168536-_JM
Departamento En Las Condes Remodelado Como Nuevo,5950.0,243238142.0,45.0,132.22,162.0,2.0,12.0,90000.0,Las Condes,Vaticano,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-2187510031-departamento-en-las-condes-remodelado-como-nuevo-_JM
"Tipo Mariposa, Nuevo  Sin Comisión",8600.0,351571096.0,65.0,132.31,84.0,2.0,1.0,180000.0,Providencia,Campus Oriente,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211796659-tipo-mariposa-nuevo-sin-comision-_JM
Depatramento 2 Suites / Bodega Y Estacionamiento / Metro,9000.0,367923240.0,68.0,132.35,,2.0,1.0,,Providencia,Ricardo Lyon / Pedro De Valdivia / Galvarino Gallardo,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2216003467-depatramento-2-suites-bodega-y-estacionamiento-metro-_JM
Semi Amoblado Con Terraza / Metro Escuela Militar,5300.0,216665908.0,40.0,132.5,179.0,1.0,0.0,120000.0,Las Condes,Metro Escuela Militar,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4449885214-semi-amoblado-con-terraza-metro-escuela-militar-_JM
